0.000000000000000000e+00	-0.000000000000000000e+00
1.059006211180124228e+05	4.335403726708074828e+04
1.029503105590062187e+05	4.223602484472050128e+04
1.004658385093167890e+05	4.024844720496894297e+04
9.937888198757765349e+04	3.788819875776398112e+04
9.627329192546584818e+04	3.490683229813664366e+04
9.285714285714286962e+04	3.316770186335403559e+04
8.897515527950311662e+04	3.093167701863354159e+04
8.338509316770188161e+04	2.795031055900621504e+04
7.872670807453416637e+04	2.670807453416148928e+04
7.329192546583851799e+04	2.385093167701863058e+04
6.863354037267081731e+04	2.111801242236025064e+04
6.304347826086958230e+04	1.863354037267081003e+04
