0.000000000000000000e+00	-0.000000000000000000e+00
1.866459627329192590e+05	4.695652173913043953e+04
1.790372670807453396e+05	5.204968944099379587e+04
1.729813664596273447e+05	5.590062111801243009e+04
1.672360248447204940e+05	5.987577639751553215e+04
1.631987577639751253e+05	6.335403726708075556e+04
1.563664596273291972e+05	6.819875776397516893e+04
1.509316770186335489e+05	7.229813664596274612e+04
1.453416149068323139e+05	7.527950310559007630e+04
1.395962732919254631e+05	7.627329192546584818e+04
1.357142857142857101e+05	7.664596273291927355e+04
1.329192546583850926e+05	7.751552795031057030e+04
1.268633540372670832e+05	8.062111801242237561e+04
1.218944099378881947e+05	8.285714285714286962e+04
1.145962732919254486e+05	8.571428571428572468e+04
1.069875776397515583e+05	8.869565217391305487e+04
1.023291925465838431e+05	8.931677018633540138e+04
9.456521739130433707e+04	9.068322981366459862e+04
8.804347826086955320e+04	9.080745341614908830e+04
7.950310559006211406e+04	9.267080745341615693e+04
7.562111801242236106e+04	9.391304347826087906e+04
6.692546583850930620e+04	9.602484472049689793e+04
5.667701863354037778e+04	9.763975155279504543e+04
4.906832298136646568e+04	9.689440993788820924e+04
3.897515527950309479e+04	9.540372670807455142e+04
3.167701863354036323e+04	9.304347826086958230e+04
2.375776397515527788e+04	8.757763975155279331e+04
1.847826086956521613e+04	8.161490683229814749e+04
1.164596273291925172e+04	7.739130434782608063e+04
6.211180124223596977e+03	7.055900621118013805e+04
4.347826086956512881e+03	6.422360248447205959e+04
1.863354037267072272e+03	6.037267080745341809e+04
2.639751552795024509e+03	5.602484472049689793e+04
1.552795031055893560e+03	5.279503105590062478e+04
7.763975155279410956e+02	4.186335403726709046e+04
2.018633540372667312e+03	3.813664596273292409e+04
6.055900621118013078e+03	3.341614906832297856e+04
1.335403726708074100e+04	2.782608695652173992e+04
2.577639751552794405e+04	2.086956521739130767e+04
3.416149068322980747e+04	1.763975155279503815e+04
4.642857142857142753e+04	1.440993788819875044e+04
5.636645962732918997e+04	1.130434782608694877e+04
6.459627329192546313e+04	9.813664596273290954e+03
8.555900621118012350e+04	6.832298136645956220e+03
9.829192546583850344e+04	5.093167701863346338e+03
1.085403726708074391e+05	4.347826086956525614e+03
1.200310559006211115e+05	4.223602484472040487e+03
1.296583850931677007e+05	4.347826086956525614e+03
1.354037267080745369e+05	5.590062111801232277e+03
1.467391304347825935e+05	1.267080745341615875e+04
1.563664596273291972e+05	1.937888198757762802e+04
1.630434782608695677e+05	2.198757763975155467e+04
1.694099378881987650e+05	2.434782608695652743e+04
1.782608695652173774e+05	2.981366459627329095e+04
1.833850931677018234e+05	3.180124223602484562e+04
1.864906832298136433e+05	3.577639751552795497e+04
1.864906832298136433e+05	3.577639751552795497e+04
