0.000000000000000000e+00	-0.000000000000000000e+00
1.868012422360248456e+05	4.086956521739130403e+04
1.824534161490683327e+05	4.086956521739130403e+04
1.770186335403726553e+05	4.124223602484472940e+04
1.737577639751552779e+05	4.186335403726709046e+04
1.703416149068323139e+05	4.310559006211180531e+04
1.670807453416148783e+05	4.397515527950310934e+04
1.636645962732919143e+05	4.484472049689441337e+04
1.590062111801242281e+05	4.559006211180124228e+04
1.555900621118012350e+05	4.559006211180124228e+04
1.510869565217391064e+05	4.546583850931677443e+04
1.479813664596273156e+05	4.534161490683229931e+04
1.453416149068323139e+05	4.496894409937888850e+04
1.377329192546583654e+05	4.447204968944099528e+04
1.326086956521739194e+05	4.447204968944099528e+04
1.285714285714285652e+05	4.434782608695652743e+04
1.245341614906832110e+05	4.472049689440993825e+04
1.215838509316770069e+05	4.509316770186335634e+04
1.161490683229813585e+05	4.509316770186335634e+04
1.125776397515527933e+05	4.459627329192547040e+04
1.074534161490683036e+05	4.385093167701864149e+04
1.018633540372670686e+05	4.347826086956522340e+04
9.798136645962731563e+04	4.360248447204969125e+04
9.223602484472049400e+04	4.310559006211180531e+04
8.602484472049689793e+04	4.198757763975155831e+04
7.981366459627327276e+04	4.173913043478261534e+04
7.468944099378881219e+04	4.248447204968944425e+04
7.034161490683228476e+04	4.385093167701864149e+04
6.785714285714285506e+04	4.621118012422360334e+04
6.583850931677018525e+04	4.919254658385094081e+04
6.319875776397513982e+04	5.192546583850932075e+04
6.009316770186335634e+04	5.677018633540373412e+04
5.605590062111800216e+04	5.950310559006211406e+04
5.279503105590060295e+04	6.124223602484472940e+04
4.751552795031056303e+04	6.211180124223603343e+04
3.990683229813664366e+04	6.335403726708075556e+04
3.276397515527949508e+04	6.409937888198757719e+04
2.934782608695651652e+04	6.509316770186336362e+04
2.546583850931676716e+04	6.832298136645962950e+04
